identifier	encoding	kind	kept	dropped
rosettaproject_sba_swadesh-1	utf-8	transcription	53	1
rosettaproject_sbf_swadesh-1	utf-8	transcription	307	11
rosettaproject_sbi_swadesh-1	utf-8	transcription	84	20
rosettaproject_scn_swadesh-1	utf-8	transcription	132	0
rosettaproject_sds_swadesh-1	utf-8	transcription	44	0
rosettaproject_sea_swadesh-1	utf-8	transcription	96	0
rosettaproject_sej_swadesh-1	utf-8	transcription	51	0
rosettaproject_seo_swadesh-1	utf-8	transcription	1	0
rosettaproject_ses_swadesh-1	utf-8	transcription	520	27
rosettaproject_set_swadesh-1	utf-8	transcription	904	348
rosettaproject_she_swadesh-1	utf-8	transcription	204	0
rosettaproject_shi_swadesh-1	utf-8	transcription	68	1
rosettaproject_shj_swadesh-1	utf-8	transcription	189	7
rosettaproject_shk_swadesh-1	utf-8	transcription	97	0
rosettaproject_shu_swadesh-1	utf-8	transcription	101	0
rosettaproject_shw_swadesh-1	utf-8	transcription	271	5
rosettaproject_shy_swadesh-1	utf-8	transcription	169	2
rosettaproject_sid_swadesh-1	utf-8	transcription	131	5
rosettaproject_siq_swadesh-1	utf-8	transcription	162	25
rosettaproject_siw_swadesh-1	utf-8	transcription	376	9
rosettaproject_six_swadesh-1	utf-8	transcription	385	97
rosettaproject_siz_swadesh-1	utf-8	transcription	242	1
rosettaproject_sjg_swadesh-1	utf-8	transcription	100	7
rosettaproject_sjs_swadesh-1	utf-8	transcription	301	13
rosettaproject_skc_swadesh-1	utf-8	transcription	52	0
rosettaproject_ski_swadesh-1	utf-8	transcription	181	3
rosettaproject_skm_swadesh-1	utf-8	transcription	54	0
rosettaproject_sks_swadesh-1	utf-8	transcription	670	290
rosettaproject_skv_swadesh-1	utf-8	transcription	173	6
rosettaproject_slk_swadesh-1	utf-8	transcription	242	6
rosettaproject_sll_swadesh-1	utf-8	transcription	131	4
rosettaproject_slw_swadesh-1	utf-8	transcription	54	0
rosettaproject_smb_swadesh-1	utf-8	transcription	103	0
rosettaproject_smc_swadesh-1	utf-8	transcription	50	0
rosettaproject_smo_swadesh-1	utf-8	transcription	185	2
rosettaproject_smq_swadesh-1	utf-8	transcription	265	42
rosettaproject_snc_swadesh-1	utf-8	transcription	177	2
rosettaproject_snf_swadesh-1	utf-8	transcription	134	0
rosettaproject_snk_swadesh-1	utf-8	transcription	125	2
rosettaproject_snp_swadesh-1	utf-8	transcription	297	62
rosettaproject_snr_swadesh-1	utf-8	transcription	410	83
rosettaproject_snx_swadesh-1	utf-8	transcription	357	84
rosettaproject_sny_swadesh-1	utf-8	transcription	296	60
rosettaproject_snz_swadesh-1	utf-8	transcription	354	126
rosettaproject_soh_swadesh-1	utf-8	transcription	201	1
rosettaproject_som_swadesh-1	utf-8	transcription	96	0
rosettaproject_sow_swadesh-1	utf-8	transcription	273	111
rosettaproject_spa_swadesh-1	utf-8	transcription	260	0
rosettaproject_spd_swadesh-1	utf-8	transcription	381	87
rosettaproject_spi_swadesh-1	utf-8	transcription	349	37
rosettaproject_spl_swadesh-1	utf-8	transcription	252	76
rosettaproject_spm_swadesh-1	utf-8	transcription	23	3
rosettaproject_srb_swadesh-1	utf-8	transcription	100	0
rosettaproject_srl_swadesh-1	utf-8	transcription	476	144
rosettaproject_srm_swadesh-1	utf-8	transcription	112	0
rosettaproject_srn_swadesh-1	utf-8	transcription	177	0
rosettaproject_srr_swadesh-1	utf-8	transcription	131	0
rosettaproject_ssd_swadesh-1	utf-8	transcription	321	123
rosettaproject_sse_swadesh-1	utf-8	transcription	182	3
rosettaproject_ssj_swadesh-1	utf-8	transcription	389	119
rosettaproject_ssx_swadesh-1	utf-8	transcription	234	56
rosettaproject_ssy_swadesh-1	utf-8	transcription	95	0
rosettaproject_stf_swadesh-1	utf-8	transcription	72	32
rosettaproject_sua_swadesh-1	utf-8	transcription	305	42
rosettaproject_sue_swadesh-1	utf-8	transcription	95	45
rosettaproject_sui_swadesh-1	utf-8	transcription	268	62
rosettaproject_sun_swadesh-1	utf-8	transcription	203	4
rosettaproject_suq_swadesh-1	utf-8	transcription	95	0
rosettaproject_svs_swadesh-1	utf-8	transcription	535	213
rosettaproject_swe_swadesh-1	utf-8	transcription	190	88
rosettaproject_swm_swadesh-1	utf-8	transcription	360	113
rosettaproject_swn_swadesh-1	utf-8	transcription	64	0
rosettaproject_swt_swadesh-1	utf-8	transcription	205	32
rosettaproject_syc_swadesh-1	utf-8	transcription	57	0
rosettaproject_sys_swadesh-1	utf-8	transcription	55	1
rosettaproject_sza_swadesh-1	utf-8	transcription	99	0
rosettaproject_szb_swadesh-1	utf-8	transcription	33	0
rosettaproject_szc_swadesh-1	utf-8	transcription	84	0
rosettaproject_szp_swadesh-1	utf-8	transcription	466	164
rosettaproject_szw_swadesh-1	utf-8	transcription	185	2
rosettaproject_tad_swadesh-1	utf-8	transcription	543	372
rosettaproject_tag_swadesh-1	utf-8	transcription	408	20
rosettaproject_tah_swadesh-1	utf-8	transcription	184	2
rosettaproject_tam_swadesh-1	utf-8	transcription	117	0
rosettaproject_tao_swadesh-1	utf-8	transcription	185	3
rosettaproject_tat_swadesh-1	utf-8	transcription	204	1
rosettaproject_tay_swadesh-1	utf-8	transcription	184	1
rosettaproject_taz_swadesh-1	utf-8	transcription	195	2
rosettaproject_tbc_swadesh-1	utf-8	transcription	180	2
rosettaproject_tbd_swadesh-1	utf-8	transcription	414	62
rosettaproject_tbg_swadesh-1	utf-8	transcription	631	152
rosettaproject_tbh_swadesh-1	utf-8	transcription	123	4
rosettaproject_tbi_swadesh-1	utf-8	transcription	82	0
rosettaproject_tbo_swadesh-1	utf-8	transcription	182	2
rosettaproject_tbp_swadesh-1	utf-8	transcription	59	59
rosettaproject_tbr_swadesh-1	utf-8	transcription	306	5
rosettaproject_tbs_swadesh-1	utf-8	transcription	18	6
rosettaproject_tbv_swadesh-1	utf-8	transcription	208	87
rosettaproject_tby_swadesh-1	utf-8	transcription	171	33
rosettaproject_tcg_swadesh-1	utf-8	transcription	178	106
rosettaproject_tcm_swadesh-1	utf-8	transcription	205	78
rosettaproject_tcq_swadesh-1	utf-8	transcription	199	30
rosettaproject_tcx_swadesh-1	utf-8	transcription	85	0
rosettaproject_tcy_swadesh-1	utf-8	transcription	104	1
rosettaproject_tdr_swadesh-1	utf-8	transcription	95	0
rosettaproject_tds_swadesh-1	utf-8	transcription	315	141
rosettaproject_tei_swadesh-1	utf-8	transcription	219	22
rosettaproject_tel_swadesh-1	utf-8	transcription	147	10
rosettaproject_tem_swadesh-1	utf-8	transcription	447	10
rosettaproject_teo_swadesh-1	utf-8	transcription	6	0
rosettaproject_teq_swadesh-1	utf-8	transcription	93	3
rosettaproject_teu_swadesh-1	utf-8	transcription	103	2
rosettaproject_tey_swadesh-1	utf-8	transcription	299	10
rosettaproject_tgl_swadesh-2	utf-8	transcription	293	50
rosettaproject_tgu_swadesh-1	utf-8	transcription	110	5
rosettaproject_tha_swadesh-1	utf-8	transcription	433	1
rosettaproject_thd_swadesh-1	utf-8	transcription	59	0
rosettaproject_thv_swadesh-1	utf-8	transcription	298	6
rosettaproject_tic_swadesh-1	utf-8	transcription	178	8
rosettaproject_tif_swadesh-1	utf-8	transcription	51	4
rosettaproject_tim_swadesh-1	utf-8	transcription	234	65
rosettaproject_tin_swadesh-1	utf-8	transcription	112	1
rosettaproject_tiw_swadesh-1	utf-8	transcription	520	9
rosettaproject_tlb_swadesh-1	utf-8	transcription	416	134
rosettaproject_tlf_swadesh-1	utf-8	transcription	231	10
rosettaproject_tlg_swadesh-1	utf-8	transcription	128	67
rosettaproject_tlo_swadesh-1	utf-8	transcription	206	3
rosettaproject_tma_swadesh-1	utf-8	transcription	55	0
rosettaproject_tmd_swadesh-1	utf-8	transcription	344	14
rosettaproject_tmj_swadesh-1	utf-8	transcription	199	80
rosettaproject_tnk_swadesh-1	utf-8	transcription	182	2
rosettaproject_tnm_swadesh-1	utf-8	transcription	662	266
rosettaproject_tnn_swadesh-1	utf-8	transcription	184	2
rosettaproject_tof_swadesh-1	utf-8	transcription	411	234
rosettaproject_ton_swadesh-1	utf-8	transcription	185	2
rosettaproject_tpi_swadesh-1	utf-8	transcription	206	0
rosettaproject_tqo_swadesh-1	utf-8	transcription	1062	714
rosettaproject_tqu_swadesh-1	utf-8	transcription	683	232
rosettaproject_trt_swadesh-1	utf-8	transcription	465	168
rosettaproject_tsu_swadesh-1	utf-8	transcription	180	3
rosettaproject_tsx_swadesh-1	utf-8	transcription	302	45
rosettaproject_ttd_swadesh-1	utf-8	transcription	272	154
rosettaproject_ttn_swadesh-1	utf-8	transcription	105	29
rosettaproject_ttr_swadesh-1	utf-8	transcription	69	0
rosettaproject_tty_swadesh-1	utf-8	transcription	424	156
rosettaproject_tuh_swadesh-1	utf-8	transcription	363	146
rosettaproject_tuq_swadesh-1	utf-8	transcription	463	10
rosettaproject_tur_swadesh-1	utf-8	transcription	241	59
rosettaproject_tuv_swadesh-1	utf-8	transcription	103	0
rosettaproject_tvo_swadesh-1	utf-8	transcription	509	259
rosettaproject_twe_swadesh-1	utf-8	transcription	386	136
rosettaproject_tww_swadesh-1	utf-8	transcription	162	0
rosettaproject_txt_swadesh-1	utf-8	transcription	291	131
rosettaproject_typ_swadesh-1	utf-8	transcription	109	1
rosettaproject_tzm_swadesh-1	utf-8	transcription	26	1
rosettaproject_tzx_swadesh-1	utf-8	transcription	55	9
rosettaproject_uar_swadesh-1	utf-8	transcription	333	97
rosettaproject_ubu_swadesh-1	utf-8	transcription	183	41
rosettaproject_udu_swadesh-1	utf-8	transcription	199	2
rosettaproject_ufi_swadesh-1	utf-8	transcription	50	0
rosettaproject_uhn_swadesh-1	utf-8	transcription	276	51
rosettaproject_ukg_swadesh-1	utf-8	transcription	339	121
rosettaproject_ulf_swadesh-1	utf-8	transcription	126	67
rosettaproject_ulk_swadesh-1	utf-8	transcription	99	1
rosettaproject_umd_swadesh-1	utf-8	transcription	1	0
rosettaproject_umg_swadesh-1	utf-8	transcription	16	0
rosettaproject_umr_swadesh-1	utf-8	transcription	223	3
rosettaproject_ung_swadesh-1	utf-8	transcription	646	19
rosettaproject_unp_swadesh-1	utf-8	transcription	17	0
rosettaproject_urc_swadesh-1	utf-8	transcription	236	10
rosettaproject_urd_swadesh-1	utf-8	transcription	200	0
rosettaproject_urf_swadesh-1	utf-8	transcription	66	0
rosettaproject_urg_swadesh-1	utf-8	transcription	383	97
rosettaproject_uri_swadesh-1	utf-8	transcription	303	33
rosettaproject_urw_swadesh-1	utf-8	transcription	407	133
rosettaproject_urx_swadesh-1	utf-8	transcription	467	67
rosettaproject_ury_swadesh-1	utf-8	transcription	838	383
rosettaproject_usa_swadesh-1	utf-8	transcription	59	0
rosettaproject_usu_swadesh-1	utf-8	transcription	363	111
rosettaproject_utu_swadesh-1	utf-8	transcription	362	118
rosettaproject_uvh_swadesh-1	utf-8	transcription	52	0
rosettaproject_uwa_swadesh-1	utf-8	transcription	246	6
rosettaproject_vam_swadesh-1	utf-8	transcription	288	9
rosettaproject_van_swadesh-1	utf-8	transcription	144	23
rosettaproject_vie_swadesh-1	utf-8	transcription	100	1
rosettaproject_vmi_swadesh-1	utf-8	transcription	18	0
rosettaproject_wal_swadesh-1	utf-8	transcription	152	4
rosettaproject_wax_swadesh-1	utf-8	transcription	57	13
rosettaproject_wba_swadesh-1	utf-8	transcription	129	1
rosettaproject_wbe_swadesh-1	utf-8	transcription	300	124
rosettaproject_wbj_swadesh-1	utf-8	transcription	182	0
rosettaproject_wbp_swadesh-1	utf-8	transcription	113	4
rosettaproject_wbv_swadesh-1	utf-8	transcription	264	8
rosettaproject_wdg_swadesh-1	utf-8	transcription	374	55
rosettaproject_wdj_swadesh-1	utf-8	transcription	179	72
rosettaproject_wer_swadesh-1	utf-8	transcription	79	1
rosettaproject_wfg_swadesh-1	utf-8	transcription	310	103
rosettaproject_wgi_swadesh-1	utf-8	transcription	342	200
rosettaproject_wgy_swadesh-1	utf-8	transcription	369	164
rosettaproject_wii_swadesh-1	utf-8	transcription	63	23
rosettaproject_wim_swadesh-1	utf-8	transcription	94	0
rosettaproject_wiu_swadesh-1	utf-8	transcription	178	64
rosettaproject_wka_swadesh-1	utf-8	transcription	168	0
rosettaproject_wkw_swadesh-1	utf-8	transcription	329	44
rosettaproject_wla_swadesh-1	utf-8	transcription	155	10
rosettaproject_wlg_swadesh-1	utf-8	transcription	233	6
rosettaproject_wli_swadesh-1	utf-8	transcription	82	21
rosettaproject_wlo_swadesh-1	utf-8	transcription	183	3
rosettaproject_wlu_swadesh-1	utf-8	transcription	51	3
rosettaproject_wlw_swadesh-1	utf-8	transcription	127	3
rosettaproject_wmb_swadesh-1	utf-8	transcription	380	36
rosettaproject_wmc_swadesh-1	utf-8	transcription	367	110
rosettaproject_wmo_swadesh-1	utf-8	transcription	285	19
rosettaproject_wms_swadesh-1	utf-8	transcription	287	98
rosettaproject_wmt_swadesh-1	utf-8	transcription	29	0
rosettaproject_wnb_swadesh-1	utf-8	transcription	366	87
rosettaproject_wnc_swadesh-1	utf-8	transcription	188	40
rosettaproject_wnd_swadesh-1	utf-8	transcription	519	16
rosettaproject_wno_swadesh-1	utf-8	transcription	107	43
rosettaproject_wnp_swadesh-1	utf-8	transcription	83	22
rosettaproject_wnu_swadesh-1	utf-8	transcription	369	86
rosettaproject_woa_swadesh-1	utf-8	transcription	135	0
rosettaproject_wod_swadesh-1	utf-8	transcription	116	53
rosettaproject_woe_swadesh-1	utf-8	transcription	179	2
rosettaproject_wog_swadesh-1	utf-8	transcription	98	39
rosettaproject_woi_swadesh-1	utf-8	transcription	614	179
rosettaproject_wra_swadesh-1	utf-8	transcription	201	1
rosettaproject_wrb_swadesh-1	utf-8	transcription	30	9
rosettaproject_wrh_swadesh-1	utf-8	transcription	63	0
rosettaproject_wrn_swadesh-1	utf-8	transcription	158	1
rosettaproject_wrr_swadesh-1	utf-8	transcription	354	7
rosettaproject_wrs_swadesh-1	utf-8	transcription	862	113
rosettaproject_wrv_swadesh-1	utf-8	transcription	238	98
rosettaproject_wrz_swadesh-1	utf-8	transcription	220	3
rosettaproject_wsa_swadesh-1	utf-8	transcription	323	32
rosettaproject_wsk_swadesh-1	utf-8	transcription	372	96
rosettaproject_wtf_swadesh-1	utf-8	transcription	326	123
rosettaproject_wti_swadesh-1	utf-8	transcription	400	5
rosettaproject_wub_swadesh-1	utf-8	transcription	27	0
rosettaproject_wul_swadesh-1	utf-8	transcription	248	6
rosettaproject_wut_swadesh-1	utf-8	transcription	178	1
rosettaproject_wux_swadesh-1	utf-8	transcription	149	23
rosettaproject_wyb_swadesh-1	utf-8	transcription	235	11
rosettaproject_wyy_swadesh-1	utf-8	transcription	182	2
rosettaproject_xam_swadesh-1	utf-8	transcription	294	41
rosettaproject_xan_swadesh-1	utf-8	transcription	94	0
rosettaproject_xar_swadesh-1	utf-8	transcription	71	0
rosettaproject_xau_swadesh-1	utf-8	transcription	244	20
rosettaproject_xeg_swadesh-1	utf-8	transcription	376	60
rosettaproject_xel_swadesh-1	utf-8	transcription	299	9
rosettaproject_xes_swadesh-1	utf-8	transcription	334	107
rosettaproject_xeu_swadesh-1	utf-8	transcription	256	181
rosettaproject_xii_swadesh-1	utf-8	transcription	50	0
rosettaproject_xla_swadesh-1	utf-8	transcription	287	11
rosettaproject_xmu_swadesh-1	utf-8	transcription	125	2
rosettaproject_xod_swadesh-1	utf-8	transcription	136	105
rosettaproject_xom_swadesh-1	utf-8	transcription	220	3
rosettaproject_xop_swadesh-1	utf-8	transcription	158	12
rosettaproject_xow_swadesh-1	utf-8	transcription	355	61
rosettaproject_xrw_swadesh-1	utf-8	transcription	70	27
rosettaproject_xse_swadesh-1	utf-8	transcription	160	85
rosettaproject_xsp_swadesh-1	utf-8	transcription	357	111
rosettaproject_xtc_swadesh-1	utf-8	transcription	825	134
rosettaproject_xte_swadesh-1	utf-8	transcription	155	100
rosettaproject_xwg_swadesh-1	utf-8	transcription	95	0
rosettaproject_ybm_swadesh-1	utf-8	transcription	370	76
rosettaproject_ybo_swadesh-1	utf-8	transcription	385	83
rosettaproject_ybx_swadesh-1	utf-8	transcription	83	1
rosettaproject_yby_swadesh-1	utf-8	transcription	274	67
rosettaproject_ydd_swadesh-1	utf-8	transcription	209	0
rosettaproject_ydk_swadesh-1	utf-8	transcription	370	102
rosettaproject_yee_swadesh-1	utf-8	transcription	331	35
rosettaproject_yev_swadesh-1	utf-8	transcription	20	0
rosettaproject_yey_swadesh-1	utf-8	transcription	79	0
rosettaproject_ygr_swadesh-1	utf-8	transcription	206	0
rosettaproject_ygw_swadesh-1	utf-8	transcription	101	0
rosettaproject_yii_swadesh-1	utf-8	transcription	247	9
rosettaproject_yij_swadesh-1	utf-8	transcription	329	15
rosettaproject_yis_swadesh-1	utf-8	transcription	72	30
rosettaproject_yki_swadesh-1	utf-8	transcription	180	36
rosettaproject_ykr_swadesh-1	utf-8	transcription	59	27
rosettaproject_yle_swadesh-1	utf-8	transcription	1131	487
rosettaproject_ylg_swadesh-1	utf-8	transcription	304	19
rosettaproject_yli_swadesh-1	utf-8	transcription	66	1
rosettaproject_yll_swadesh-1	utf-8	transcription	71	33
rosettaproject_ymb_swadesh-1	utf-8	transcription	367	38
rosettaproject_ynl_swadesh-1	utf-8	transcription	332	65
rosettaproject_yon_swadesh-1	utf-8	transcription	220	74
rosettaproject_yrb_swadesh-1	utf-8	transcription	183	91
rosettaproject_yrw_swadesh-1	utf-8	transcription	357	116
rosettaproject_yss_swadesh-1	utf-8	transcription	108	67
rosettaproject_yuj_swadesh-1	utf-8	transcription	1018	45
rosettaproject_yul_swadesh-1	utf-8	transcription	54	1
rosettaproject_yur_swadesh-1	utf-8	transcription	183	0
rosettaproject_yut_swadesh-1	utf-8	transcription	90	11
rosettaproject_yuw_swadesh-1	utf-8	transcription	191	107
rosettaproject_yva_swadesh-1	utf-8	transcription	682	1127
rosettaproject_yyu_swadesh-1	utf-8	transcription	71	33
rosettaproject_zag_swadesh-1	utf-8	transcription	25	6
rosettaproject_zay_swadesh-1	utf-8	transcription	116	75
rosettaproject_zen_swadesh-1	utf-8	transcription	293	0
rosettaproject_zgr_swadesh-1	utf-8	transcription	55	25
rosettaproject_zia_swadesh-1	utf-8	transcription	76	102
rosettaproject_zik_swadesh-1	utf-8	transcription	438	206
rosettaproject_zma_swadesh-1	utf-8	transcription	146	2
rosettaproject_zmc_swadesh-1	utf-8	transcription	348	116
rosettaproject_zmd_swadesh-1	utf-8	transcription	112	0
rosettaproject_zme_swadesh-1	utf-8	transcription	248	15
rosettaproject_zmj_swadesh-1	utf-8	transcription	119	1
rosettaproject_zml_swadesh-1	utf-8	transcription	232	34
rosettaproject_zmm_swadesh-1	utf-8	transcription	136	1
rosettaproject_zmo_swadesh-1	utf-8	transcription	186	0
rosettaproject_zmr_swadesh-1	utf-8	transcription	293	13
rosettaproject_zmt_swadesh-1	utf-8	transcription	139	11
rosettaproject_zmu_swadesh-1	utf-8	transcription	378	11
rosettaproject_zne_swadesh-1	utf-8	transcription	528	29
rosettaproject_zng_swadesh-1	utf-8	transcription	93	1
rosettaproject_zrs_swadesh-1	utf-8	transcription	346	100
rosettaproject_zul_swadesh-1	utf-8	transcription	131	0
rosettaproject_zwa_swadesh-1	utf-8	transcription	97	0
